source,pui,pmid,doi,title,year,journal,authors,pubtype,issn,volume,issue,pages
embase,2034905137,,10.7860/JCDR/2023/63382.18343,Pulmonary Manifestations of Dengue Fever at a Tertiary Care Centre in Northern India: A Cross-sectional Study,2023,Journal of Clinical and Diagnostic Research,"Fotedar, S.; Singh, J.; Garg, A.; Chinu, M.; Chaudhary, V.; Gaur, V.",Article,0973709X,17,8,
embase,2024746411,37515249,10.3390/v15071563,"Antiviral Activity of an Indole-Type Compound Derived from Natural Products, Identified by Virtual Screening by Interaction on Dengue Virus NS5 Protein",2023,Viruses,"García-Ariza, L.L.; González-Rivillas, N.; Díaz-Aguirre, C.J.; Rocha-Roa, C.; Padilla-Sanabria, L.; Castaño-Osorio, J.C.",Article,19994915,15,7,1563
embase,2024746418,37515097,10.3390/v15071408,"Genomic Surveillance of Recent Dengue Outbreaks in Colombo, Sri Lanka",2023,Viruses,"Maduranga, S.; Valencia, B.M.; Sigera, C.; Adikari, T.; Weeratunga, P.; Fernando, D.; Rajapakse, S.; Lloyd, A.R.; Bull, R.A.; Rodrigo, C.",Article,19994915,15,7,1408
embase,2024746587,37515188,10.3390/v15071501,Investigating the Mechanism of Action of Anti-Dengue Compounds as Potential Binders of Zika Virus RNA-Dependent RNA Polymerase,2023,Viruses,"Alandijany, T.A.; El-Daly, M.M.; Tolah, A.M.; Bajrai, L.H.; Khateb, A.M.; Alsaady, I.M.; Altwaim, S.A.; Dubey, A.; Dwivedi, V.D.; Azhar, E.I.",Article,19994915,15,7,1501
embase,2024825269,37263391,10.1016/j.jim.2023.113503,Expression of recombinant dengue virus type 1 non-structural protein 1 in mammalian cells and preliminary assessment of its suitability to detect human IgG antibodies elicited by viral infection,2023,Journal of Immunological Methods,"Malnero, C.M.; Azevedo, R.C.; Bergmann, I.E.; de Meneses, M.D.F.; Cavalcanti, A.C.; Ibañez, L.I.; Malirat, V.",Article,18727905,518,,113503
embase,2026323106,,10.53555/jptcp.v30i17.2976,STUDY OF CORRELATION OF SEROLOGICAL MARKERS OF DENGUE VIRUS INFECTION WITH PLATELET COUNT AT A TERTIARY CARE HOSPITAL OF CENTRAL INDIA,2023,Journal of Population Therapeutics and Clinical Pharmacology,"Mishra, A.; Saraswat, A.; Gupta, P.; Gawali, D.; Rastogi, A.K.; Sharma, S.",Article,25618741,30,17,
embase,2022777424,,10.1016/j.jcvp.2023.100144,Performance evaluation of a rapid dengue NS1 antigen lateral flow immunoassay test with reference to dengue NS1 antigen-capture ELISA,2023,Journal of Clinical Virology Plus,"Rashiku, M.; Manoharan, K.; Rani, N.; Samal, J.; Gupta, E.; Bhattacharya, S.",Article,26670380,3,2,100144
embase,2024389397,,,Dengue vigilance in COVID-19 pandemic,2023,Kuwait Medical Journal,"How, K.N.; Than, L.T.L.; Leong, C.L.",Article,00235776,55,2,
embase,2023045756,37130982,10.1007/s11306-023-02011-z,Integrated clinical and metabolomic analysis of dengue infection shows molecular signatures associated with host-pathogen interaction in different phases of the disease,2023,Metabolomics,"Rathnakumar, S.; Kambhampati, N.S.V.; Saiswaroop, R.; Pradhan, S.S.; Ramkumar, G.; Beeraka, N.; Muddu, G.K.; Kumar, S.; Javvaji, S.K.; Parangoankar, A.; Sivaramakrishnan, V.; Ramamurthy, S.S.",Article,15733890,19,5,47
embase,2023391128,,10.3390/tropicalmed8050284,"Detection of Anti-ZIKV NS1 IgA, IgM, and Combined IgA/IgM and Identification of IL-4 and IL-10 as Potential Biomarkers for Early ZIKV and DENV Infections in Hyperendemic Regions, Thailand",2023,Tropical Medicine and Infectious Disease,"Petphong, V.; Kosoltanapiwat, N.; Limkittikul, K.; Maneekan, P.; Chatchen, S.; Jittmittraphap, A.; Sriburin, P.; Chattanadee, S.; Leaungwutiwong, P.",Article,24146366,8,5,284
embase,2023466957,37243188,10.3390/v15051102,Identification of Key Residues in Dengue Virus NS1 Protein That Are Essential for Its Secretion,2023,Viruses,"Tan, B.E.K.; Beard, M.R.; Eyre, N.S.",Article,19994915,15,5,1102
embase,2024676142,37200264,10.1371/journal.pone.0285878,A nonstructural protein 1 capture enzyme-linked immunosorbent assay specific for dengue viruses,2023,PLoS ONE,"Lim, P.-Y.; Ramapraba, A.; Loy, T.; Rouers, A.; Thein, T.-L.; Leo, Y.-S.; Burton, D.R.; Fink, K.; Wang, C.-I.",Article,19326203,18,5 May,e0285878
embase,2024723098,37230157,10.1016/j.tmaid.2023.102589,Heart failure after dengue infection– a population-based self-controlled case-series study,2023,Travel Medicine and Infectious Disease,"Wei, K.-C.; Wang, W.-H.; Wu, C.-L.; Chang, S.-H.; Huang, Y.-T.",Article,18730442,53,,102589
embase,2024974534,,10.1101/2023.04.27.23289241,Zika Virus looming epidemic in Pakistan: seroprevalence findings by plaque reduction neutralization test in the Sindh Region of Pakistan,2023,medRxiv,"Imtiaz, K.; Farooqi, J.; Barr, K.L.; Kanji, A.; Prakoso, D.; Azizullah, Z.; Long, M.T.; Khan, E.",Preprint,,,,
embase,2025204118,37129496,10.1128/jvi.01770-22,Intracellular Vimentin Regulates the Formation of Classical Swine Fever Virus Replication Complex through Interaction with NS5A Protein,2023,Journal of Virology,"Cheng, Y.; Lou, J.-X.; Liu, Y.-Y.; Liu, C.-C.; Chen, J.; Yang, M.-C.; Ye, Y.-B.; Go, Y.Y.; Zhou, B.",Article,10985514,97,5,
embase,2023008938,37112887,10.3390/v15040904,Laboratory Evaluation and Field Testing of Dengue NS1 and IgM/IgG Rapid Diagnostic Tests in an Epidemic Context in Senegal,2023,Viruses,"Ndiaye, O.; Woolston, K.; Gaye, A.; Loucoubar, C.; Cocozza, M.; Fall, C.; Dia, F.; Adams, E.R.; Samb, M.; Camara, D.; Sadio, B.D.; Diagne, C.T.; Weidmann, M.; Faye, O.; Fitchett, J.R.A.; Sall, A.A.; Diagne, C.T.",Article,19994915,15,4,904
embase,2024699262,37075076,10.1371/journal.ppat.1011286,CMPK2 restricts Zika virus replication by inhibiting viral translation,2023,PLoS Pathogens,"Pawlak, J.B.; Hsu, J.C.-C.; Xia, H.; Han, P.; Suh, H.-W.; Grove, T.L.; Morrison, J.; Shi, P.-Y.; Cresswell, P.; Laurent-Rolle, M.",Article,15537374,19,4,e1011286
embase,646802935,,,MONITORING LEVELS OF DENGUE VIRUS 1-4 NS1 IN ACUTE PRIMARY AND SECONDARY SAMPLES USING A NEW QUANTITATIVE NS1 CAPTURE ELISA,2023,American Journal of Tropical Medicine and Hygiene,"Warnes, C.M.; Duyen, H.T.L.; Marquez, S.; Calero, Y.V.V.; Nipaz, V.; Zambrana, J.V.; Vivero, S.; Puerta-Guardo, H.; Espinosa, D.A.; Beatty, P.R.; Balmaseda, A.; Biering, S.B.; Coloma, J.; Yacoub, S.; Harris, E.",Conference Abstract,00029637,108,4,
embase,646803118,,,LAB EVALUATION AND DEPLOYMENT OF DENGUE NS1 AND IGM/IGG RAPID DIAGNOSTIC TESTS IN AN EPIDEMIC CONTEXT IN SENEGAL,2023,American Journal of Tropical Medicine and Hygiene,"Ndiaye, O.; Diagne, C.T.",Conference Abstract,00029637,108,4,
embase,647428142,,,LONGITUDINAL ASSESSMENT OF DENGUE NS1-SPECIFIC HUMORAL IMMUNE MEMORY IN HUMAN COHORTS FOLLOWING PRIMARY DENGUE INFECTION,2023,American Journal of Tropical Medicine and Hygiene,"Lyski, Z.L.; Booty, B.; Micheletti, C.A.; Osman, S.R.; Rodríguez-Santiago, R.; Rivera-Amill, V.; Messer, W.B.",Conference Abstract,00029637,108,4,
embase,2022294092,,10.3390/diagnostics13061137,"Performance of VIDAS@sup_begin®@sup_end Diagnostic Tests for the Automated Detection of Dengue Virus NS1 Antigen and of Anti-Dengue Virus IgM and IgG Antibodies: A Multicentre, International Study",2023,Diagnostics,"Versiani, A.F.; Kaboré, A.; Brossault, L.; Dromenq, L.; dos Santos, T.M.I.L.; Milhim, B.H.G.A.; Estofolete, C.F.; Cissé, A.; Sorgho, P.A.; Senot, F.; Tessonneau, M.; Diagbouga, S.; Nogueira, M.L.",Article,20754418,13,6,1137
embase,2022315219,,10.3390/v15030654,Identification of Zika Virus NS1-Derived Peptides with Potential Applications in Serological Tests,2023,Viruses,"Prudencio, C.R.; Gomes da Costa, V.; Rocha, L.B.; da Costa, H.H.M.; Orts, D.J.B.; da Silva Santos, F.R.; Rahal, P.; Lino, N.A.B.; da Conceição, P.J.P.; Bittar, C.; Machado, R.R.G.; Durigon, E.L.; Araujo, J.P.; Polatto, J.M.; da Silva, M.A.; de Oliveira, J.A.; Mitsunari, T.; Pereira, L.R.; Andreata-Santos, R.; de Souza Ferreira, L.C.; Luz, D.; Piazza, R.M.F.",Article,19994915,15,3,654
embase,2023678990,36930690,10.1371/journal.ppat.1011241,Negative regulation of type I interferon signaling by integrin-linked kinase permits dengue virus replication,2023,PLoS Pathogens,"Kao, Y.-S.; Wang, L.-C.; Chang, P.-C.; Lin, H.-M.; Lin, Y.-S.; Yu, C.-Y.; Chen, C.-C.; Lin, C.-F.; Yeh, T.-M.; Wan, S.-W.; Wang, J.-R.; Ho, T.-S.; Chu, C.-C.; Zhang, B.-C.; Chang, C.-P.",Article,15537374,19,3 March,e1011241
embase,641182317,,10.1007/s13337-023-00811-4,"Spectrum of adverse maternal, fetal and neonatal outcomes following Dengue infection during pregnancy in a tertiary care hospital of north India: Evidence suggestive of Perinatal transmission",2023,VirusDisease,"Kang, M.; Kaur, A.; Sharma, V.; Katoch, T.; Dutta, S.; Chauhan, K.; Singh, B.; Bal, A.; Rohilla, M.; Bora, I.; Aggarwal, N.; Ratho, R.K.",Conference Abstract,23473517,34,1,
embase,2021753637,36826051,10.3390/cimb45020106,Stability of Dengue 2 Nonstructural Glycoprotein 1 (NS1) Is Affected by the Nature of Basic Residue at Position NS1-324,2023,Current Issues in Molecular Biology,"Ogire, E.; El-Kalamouni, C.; Desprès, P.; Roche, M.",Article,14673045,45,2,
embase,2021778731,,10.3390/ph16020263,N-Butanol Extract of Glycyrrhizae Radix et Rhizoma Inhibits Dengue Virus through Targeting Envelope Protein,2023,Pharmaceuticals,"Shi, L.-Z.; Chen, X.; Cao, H.-H.; Tian, C.-Y.; Zou, L.-F.; Yu, J.-H.; Lu, Z.-B.; Zhao, W.; Liu, J.-S.; Yu, L.-Z.",Article,14248247,16,2,263
embase,2021805654,,10.3390/tropicalmed8020117,Diagnostic Performance of Dengue NS1 and Antibodies by Serum Concentration Technique,2023,Tropical Medicine and Infectious Disease,"Luvira, V.; Thawornkuno, C.; Lawpoolsri, S.; Thippornchai, N.; Duangdee, C.; Ngamprasertchai, T.; Leaungwutiwong, P.",Article,24146366,8,2,117
embase,2021861803,36851721,10.3390/v15020507,"Co-Circulation of Dengue Virus Serotypes 1, 2, and 3 during the 2022 Dengue Outbreak in Nepal: A Cross-Sectional Study",2023,Viruses,"Rimal, S.; Shrestha, S.; Pandey, K.; Nguyen, T.V.; Bhandari, P.; Shah, Y.; Acharya, D.; Adhikari, N.; Rijal, K.R.; Ghimire, P.; Takamatsu, Y.; Pandey, B.D.; Fernandez, S.; Morita, K.; Ngwe Tun, M.M.; Dumre, S.P.",Article,19994915,15,2,507
embase,2022220729,36649670,10.1016/j.phymed.2023.154650,Quassinoids from Eurycoma longifolia with antiviral activities by inhibiting dengue virus replication,2023,Phytomedicine,"He, X.; Zheng, Y.; Tian, C.; Wen, T.; Yang, T.; Yu, J.; Fang, X.; Fan, C.; Liu, J.; Yu, L.",Article,1618095X,110,,154650
embase,2023376269,,10.4103/1995-7645.368021,Seroprevalence of dengue virus among adults presenting with acute febrile illness at a tertiary care hospital in South India,2023,Asian Pacific Journal of Tropical Medicine,"Mohanam, L.; Shanmugam, P.",Letter,19957645,16,2,
embase,2021190207,,10.3390/v15010234,Association between Anti-DENV IgM Serum Prevalence and CD11b Expression by Classical Monocytes in Obesity,2023,Viruses,"Costa, K.B.; Garcia, B.C.C.; Costa, M.L.B.; Pena, Y.G.; Figueiredo, E.A.B.; Ottoni, M.H.F.; Santos, J.D.; de Oliveira Ottone, V.; de Oliveira, D.B.; Rocha-Vieira, E.",Article,19994915,15,1,234
embase,2021909349,36463933,10.1016/j.jim.2022.113396,A peptide derived from the N-terminal of NS2A for the preparation of ZIKV NS2A recognition polyclonal antibody,2023,Journal of Immunological Methods,"Yu, Y.; Chen, Y.; Wang, J.; Fan, X.; He, Z.; Qiao, S.; Hou, S.; Zou, P.",Article,18727905,512,,113396
embase,2022167123,36968111,10.3389/fcimb.2023.1130749,Replication in the presence of dengue convalescent serum impacts Zika virus neutralization sensitivity and fitness,2023,Frontiers in Cellular and Infection Microbiology,"Marano, J.M.; Weger-Lucarelli, J.",Article,22352988,13,,1130749
embase,2022366484,,10.3389/fmicb.2023.1107496,Structural and immunological basis of cross-reactivity between dengue and Zika infections: Implications in serosurveillance in endemic regions,2023,Frontiers in Microbiology,"Gaspar-Castillo, C.; Rodríguez, M.H.; Ortiz-Navarrete, V.; Alpuche-Aranda, C.M.; Martinez-Barnetche, J.",Review,1664302X,14,,1107496
embase,2022438917,,10.1155/2023/2635383,Differential Infectivity of Human Neural Cell Lines by a Dengue Virus Serotype-3 Genotype-III with a Distinct Nonstructural Protein 2A (NS2A) Amino Acid Substitution Isolated from the Cerebrospinal Fluid of a Dengue Encephalitis Patient,2023,Canadian Journal of Infectious Diseases and Medical Microbiology,"Phu Ly, M.H.; Nguyen, C.T.; Nguyen, T.V.; Ngan Nguyen, T.T.; Nabeshima, T.; Adungo, F.; Takamatsu, Y.; Huy, N.T.; Mai Le, T.Q.; Morita, K.; Hasebe, F.; Moi, M.L.",Article,19181493,2023,,2635383
embase,2022468801,37036441,10.1080/08820139.2023.2195432,Production and Characterization of Two Specific ZIKV Antigens Based on Bioinformatic Analysis and Serological Screening,2023,Immunological Investigations,"Ribeiro Mota Souza, R.; Campos, G.S.; Hughes Carvalho, R.; Brandão Peixoto, I.; Santos Galante, R.; Santana Moreira, L.; Beutinger Marchioro, S.; José Meyer Nascimento, R.; Sardi, S.I.",Article,15324311,52,4,
embase,2023135448,37180434,10.3389/fcimb.2023.1132538,Drug repurposing approach against chikungunya virus: an in vitro and in silico study,2023,Frontiers in Cellular and Infection Microbiology,"Kasabe, B.; Ahire, G.; Patil, P.; Punekar, M.; Davuluri, K.S.; Kakade, M.; Alagarasu, K.; Parashar, D.; Cherian, S.",Article,22352988,13,,1132538
embase,2023822475,,,A Comparative Study on NS1 Antigen Detection in Acute Dengue Infection by Rapid Diagnostic Test and Elisa in a Tertiary Care Hospital,2023,International Journal of Pharmaceutical and Clinical Research,"Madhurina, P.; Lakshmi, P.M.",Article,09751556,15,4,
embase,2024163259,,,The Aspartate Aminotransferase Platelet Count Ratio Index (APRI) as an Ideal Predictor of Dengue Severity,2023,International Journal of Life Sciences Biotechnology and Pharma Research,"Talari, P.P.; Harika, R.L.; Faujdar, D.S.; Nagarjuna, P.",Article,22503137,12,1,
embase,2024843837,37554332,10.3389/fimmu.2023.1202055,Identification of prior dengue-naïve Dengvaxia recipients with an increased risk for symptomatic dengue during fever surveillance in the Philippines,2023,Frontiers in Immunology,"Dai, Y.-C.; Sy, A.K.; Jiz, M.; Tsai, J.-J.; Bato, J.; Quinoñes, M.A.; Reyes, M.A.J.; Wang, W.-K.",Article,16643224,14,,1202055
embase,2024965533,,10.1155/2023/3995366,Diagnosis of Acute Dengue Virus Infection Using Enzyme-Linked Immunosorbent Assay and Real-Time PCR,2023,Canadian Journal of Infectious Diseases and Medical Microbiology,"Iqbal, G.; Javed, H.; Raza, F.A.; Gohar, U.F.; Fatima, W.; Khurshid, M.",Article,19181493,2023,,3995366
embase,2025290451,,,Correlation of Liver Function Test and Severity in Dengue Patients,2023,International Journal of Pharmaceutical and Clinical Research,"Saradva, B.; Gupta, P.; Shrimali, L.; Shah, M.",Article,09751556,15,8,
embase,2025916676,,,Comparison of Rapid Immuno- Chromatographic Card Test with Elisa in Diagnosis of Dengue Fever at Tertiary Care Centre,2023,International Journal of Pharmaceutical and Clinical Research,"Raghu Prakash Reddy, N.; Reddy, S.K.G.; Tejaswani, B.V.V.V.",Article,09751556,15,7,
embase,2026208679,,,A Comparative Study on NS1 Antigen Detection in Acute Dengue Infection by Rapid Diagnostic Test and Elisa in a Tertiary Care Hospital,2023,International Journal of Pharmaceutical and Clinical Research,"Shashikala, A.; Namburi, P.R.",Article,09751556,15,9,
embase,2026375260,,,A Study on Seroprevalence of Dengue Virus in a Tertiary Care Hospital in North Karnataka,2023,International Journal of Pharmaceutical and Clinical Research,"Mali, M.H.A.; Baig, M.H.A.; Kauser, S.H.",Article,09751556,15,10,
embase,2026459390,,,A Study of Hematological Parameters in Dengue Positive Cases in a Tertiary Care Hospital,2023,International Journal of Pharmaceutical and Clinical Research,"Priyali,; Sharan, A.; Mahindrakar, P.",Article,09751556,15,10,
embase,2026731245,37927064,10.1080/21505594.2023.2279355,Lambda-free light chain: A serum marker of dengue disease via NS3 protease-mediated antibody cleavage,2023,Virulence,"Wang, S.-H.; Kuo, B.-J.; Ho, T.-C.; Wan, S.-W.; Yen, K.-L.; Huang, P.-H.; Perng, O.G.C.; Chen, P.-L.; Chien, Y.-W.; Lo, Y.-C.",Article,21505608,14,1,2279355
embase,2026932386,,10.59218/makijtm.2023.3.69.71,Co‐Infection of Dengue and Scrub Typhus with Concurrent Lower Urinary Tract Infection: A Complex Clinical Presentation,2023,International Journal of Tropical Medicine,"Roy, S.; Sarkar, S.; Haque, R.U.; Ahamed, F.; Ghosh, S.K.; Binyakia, B.K.",Article,1818779X,18,3,
embase,2027288688,,10.48047/jcdr.2023.14.08.39,Early detection of dengue by ELISA,2023,Journal of Cardiovascular Disease Research,"Somsubhra, L.; Narmadha, E.; Channa, R.S.",Article,09762833,14,8,
embase,2029029107,,10.48047/jcdr.2023.14.12.62,EVALUATION OF LIVER ENZYMES IN CHILDREN WITH DENGUE INFECTIONS,2023,Journal of Cardiovascular Disease Research,"Bhagwat, M.P.; Lalwani, M.; Kumar, R.",Article,09762833,14,12,
embase,2029350881,,10.48047/jcdr.2023.14.12.192,CLINICO-SEROLOGICAL ASSESSMENT OF CASES OF DENGUE INFECTION,2023,Journal of Cardiovascular Disease Research,"Ravichandran, L.; Sathyajith, R.; Vasanthi, S.; Krishnakumar, R.C.",Article,09762833,14,12,
embase,2033183581,,,Comparitive Analysis of Ns1 Antigen and Igm Antibody by Elisa in Clinically Suspected Dengue Fever Cases in Tertiary Care Hospital,2023,European Journal of Cardiovascular Medicine,"Sivamma, B.V.; Lavanya, D.; Parameswari, K.; Israel, G.",Article,20424892,13,2,
embase,2033550281,,,Laboratory profile in serologically proven dengue in children,2023,European Journal of Cardiovascular Medicine,"Kumari, M.; Gupta, S.; Husain, S.",Article,20424892,13,4,
embase,640064863,,,DEVELOPMENT of HIGHLY SPECIFIC CAPTURE IMMUNOASSAYS for the EARLY DETECTION of ZIKA VIRUS INFECTION,2023,Biocell,"Roldan, J.S.; Cassola, A.; Castillo, D.S.",Conference Abstract,16675746,47,,
embase,2016816781,,10.1186/s40794-022-00169-3,Dynamics of dengue and SARS-COV-2 co-infection in an endemic area of Colombia,2022,"Tropical Diseases, Travel Medicine and Vaccines","Acosta-Pérez, T.; Rodríguez-Yánez, T.; Almanza-Hurtado, A.; Martínez-Ávila, M.C.; Dueñas-Castell, C.",Article,20550936,8,1,12
embase,2016942442,,,Acute undifferentiated fever in children: Clinical and Etiological profile,2022,European Journal of Molecular and Clinical Medicine,"Nalavath, J.; Pydi, K.K.; Earenti, M.; Krishna Kishore, V.R.V.",Article,25158260,9,1,
embase,2020734688,,10.3390/tropicalmed7120420,"Analysis of a Dengue Virus Outbreak in Rosso, Senegal 2021",2022,Tropical Medicine and Infectious Disease,"Dieng, I.; Barry, M.A.; Talla, C.; Sow, B.; Faye, O.; Diagne, M.M.; Sene, O.; Ndiaye, O.; Diop, B.; Diagne, C.T.; Fall, G.; Sall, A.A.; Loucoubar, C.; Faye, O.",Article,24146366,7,12,420
embase,2021634197,,10.22207/JPAM.16.4.70,Recent Advances in Methods Detecting the Dengue virus,2022,Journal of Pure and Applied Microbiology,"Alghamdi, M.K.; Bahieldin, A.; Edris, S.",Review,2581690X,16,4,
embase,640005028,,10.1186/s12919-022-00237-8,Production of recombinant shark V@sub_beginNAR@sub_end single domain antibody specific against DENV Type 2 NS1,2022,BMC Proceedings,"Kok, B.H.; Lim, H.T.; Lim, C.P.; Leow, C.Y.; Leow, C.H.",Conference Abstract,17536561,16,,
