sources,pmid,doi,pui,ut,pii,title,year,journal
embase,31939058,10.1007/s12250-019-00183-4,2004058486,,,The Limitation of Rapid Tests for DENV2 Infection in Host with Unique Immune Status: Low NS1 Antigenemia and Deficient Antibody Responses,2020,Virologica Sinica
embase,32482672,10.1128/aac.00289-20,2007234123,,,Identification of Estrogen Receptor Modulators as Inhibitors of Flavivirus Infection,2020,Antimicrobial Agents and Chemotherapy
embase,32751561,10.3390/v12080829,2007310921,,,Dengue: A minireview,2020,Viruses
embase,32265161,10.1016/j.jiph.2020.03.009,2005485708,,,The aspartate aminotransferase/platelet count ratio index as a marker of dengue virus infection: Course of illness,2020,Journal of Infection and Public Health
embase,33154237,10.4103/ijmm.ijmm_20_249,633430931,,,Utility of a multiplex real-Time polymerase chain reaction for combined detection and serotyping of dengue virus in paediatric patients hospitalised with severe dengue: A report from Chennai,2020,Indian Journal of Medical Microbiology
embase,,10.1007/s42399-020-00266-4,2004850838,,,Evaluation of NS1-Detection-Based Cell Culture Method for Isolation of Dengue Viruses from Clinical Samples,2020,SN Comprehensive Clinical Medicine
embase,32357182,10.1371/journal.ppat.1008484,2006098689,,,A conformation-based intra-molecular initiation factor identified in the flavivirus RNA-dependent RNA polymerase,2020,PLoS Pathogens
embase,,,633107605,,,Nanobody LAMPoles: Novel tools for dengue virus and Zika virus diagnosis,2020,Journal of Immunology
embase,,,2004043228,,,Polyaniline based electrochemical sensor for the detection of dengue virus infection,2020,Avicenna Journal of Medical Biotechnology
embase,32272626,10.3390/cells9040899,2004158874,,,Flavivirus nonstructural protein NS5 dysregulates HSP90 to broadly inhibit JAK/STAT signaling,2020,Cells
embase,32081740,10.1016/j.antiviral.2020.104749,2005046481,,,Antiviral activity of the natural alkaloid anisomycin against dengue and Zika viruses,2020,Antiviral Research
embase,,10.1136/jim-2020-erm.56,632062718,,,A traveler's tale: Dengue fever in a traveler (3372975),2020,Journal of Investigative Medicine
embase,32126086,10.1371/journal.pntd.0008099,2004180704,,,Detection of dengue virus type 2 of Indian origin in acute febrile patients in rural Kenya,2020,PLoS Neglected Tropical Diseases
embase,32150556,10.1371/journal.pntd.0008083,2004180716,,,C19orf66 interrupts Zika virus replication by inducing lysosomal degradation of viral NS3,2020,PLoS Neglected Tropical Diseases
embase,31794781,10.1016/j.jviromet.2019.113793,2004093545,,,"The establishment and clinical evaluation of a novel, rapid, no-wash one-step immunoassay for the detection of dengue virus non-structural protein 1",2020,Journal of Virological Methods
embase,31250000,10.1093/infdis/jiz331,2017409155,,,Zika Virus Nonstructural Protein 1 Disrupts Glycosaminoglycans and Causes Permeability in Developing Human Placentas,2020,Journal of Infectious Diseases
embase,,,2004640003,,,"Clinico-laboratory profile of dengue patients at sir t. Hospital, Bhavnagar, India",2020,Acta Medica Iranica
embase,,10.3390/diagnostics10010011,630743389,,,Flavivirus cross-reactivity to dengue nonstructural protein 1 antigen detection assays,2020,Diagnostics
embase,,,637503368,,,"Molecular mechanisms that regulate flavivirus NS1 disruption of intercellular junction proteins, leading to endothelial barrier dysfunction and vascular leakage",2020,American Journal of Tropical Medicine and Hygiene
embase,,,637503648,,,Interrogating the primary dengue-specific memory B cell founder population in humans following dengue infection,2020,American Journal of Tropical Medicine and Hygiene
embase,,,637504401,,,Comparison between SD bioline dengue duo test and inbios' prototype dengue immunochromatographic tests,2020,American Journal of Tropical Medicine and Hygiene
embase,31678478,10.1016/j.antiviral.2019.104643,2003665338,,,Identification of inhibitors of dengue viral replication using replicon cells expressing secretory luciferase,2019,Antiviral Research
embase,31722678,10.1186/s12879-019-4589-8,629863575,,,Diagnostic tools used in the evaluation of acute febrile illness in South India: A scoping review,2019,BMC Infectious Diseases
embase,31365115,10.1093/trstmh/trz068,630189382,,,A review of dengue diagnostics and implications for surveillance and control,2019,Transactions of the Royal Society of Tropical Medicine and Hygiene
embase,,10.4269/ajtmh.abstract2019,630644609,,,Scrub typhus-an emerging etiology of acute fever with jaundice in adults presenting to a tertiary care hospital in North India,2019,American Journal of Tropical Medicine and Hygiene
embase,31526718,10.1016/j.ebiom.2019.09.014,2002878765,,,High levels of serum hyaluronan is an early predictor of dengue warning signs and perturbs vascular integrity,2019,EBioMedicine
embase,31445770,10.1016/j.vaccine.2019.07.083,2002653901,,,Feasibility of case-control and test-negative designs to evaluate dengue vaccine effectiveness in Malaysia,2019,Vaccine
embase,,10.1111/trf.15462,629361116,,,Dynamics of zikv seroreactivity in viremic blood donors,2019,Transfusion
embase,,10.1093/trstmh/trz090,630553343,,,"Dengue and chikungunya among febrile outpatients in Kinshasa, democratic republic of Congo: A crosssectional study",2019,Transactions of the Royal Society of Tropical Medicine and Hygiene
embase,31374094,10.1371/journal.pone.0215708,2002499096,,,Modulated Zika virus NS1 conjugate offers advantages for accurate detection of Zika virus specific antibody in double antigen binding and Ig capture enzyme immunoassays,2019,PLoS ONE
embase,31356638,10.1371/journal.ppat.1007938,2002427324,,,Endocytosis of flavivirus NS1 is required for NS1-mediated endothelial hyperpermeability and is abolished by a single N-glycosylation site mutation,2019,PLoS Pathogens
embase,,10.3390/vaccines7020055,2002384967,,,A Chimeric zika virus between viral strains MR766 and BeH819015 highlights a role for E-glycan loop in antibody-mediated virus neutralization,2019,Vaccines
embase,31335898,10.1371/journal.pone.0219474,2002411681,,,Immunoassay for serodiagnosis of Zika virus infection based on time-resolved Förster resonance energy transfer,2019,PLoS ONE
embase,,10.13181/mji.v28i2.1951,2002640117,,,Horseradish peroxidase-labeled rabbit anti-non-structural protein 1 of dengue virus-2 for the diagnosis of dengue virus infections,2019,Medical Journal of Indonesia
embase,,10.1111/vox.12792,628679887,,,Application of a zika virus serological assay to evaluate infection rates in donors following the 2016 epidemic in Puerto Rico,2019,Vox Sanguinis
embase,31043165,10.1186/s13256-019-2066-z,627416720,,,Miller Fisher syndrome developing as a parainfectious manifestation of dengue fever: A case report and review of the literature,2019,Journal of Medical Case Reports
embase,30660797,10.1016/j.ijid.2019.01.022,2001603209,,,"Dengue diagnosis in an endemic area of Peru: Clinical characteristics and positive frequencies by RT-PCR and serology for NS1, IgM, and IgG",2019,International Journal of Infectious Diseases
embase,30411369,10.1002/jmv.25356,625545104,,,"Dynamics of nonstructural glycoprotein-1 in dengue patients presenting with different clinical manifestations from 1986 to 2012 in Rio de Janeiro, Brazil",2019,Journal of Medical Virology
embase,,10.1136/bmjgh-2019-edc.153,638509719,,,"ZOONOTIC VIRAL ANTIGENS SURVEILLANCE IN HEALTHY POPULATIONS LIVING IN LAMBARÉNÉ, GABON",2019,BMJ Global Health
embase,30466902,10.1016/j.jiph.2018.10.138,2001294304,,,Dengue Outbreak in Peshawar: Clinical Features and Laboratory Markers of Dengue Virus Infection,2019,Journal of Infection and Public Health
embase,30738366,10.1016/j.jcv.2019.01.011,2001539805,,,Evaluation of a new rapid fluorescence immunoassay for the diagnosis of dengue and Zika virus infection,2019,Journal of Clinical Virology
embase,,10.1007/s13337-019-00523-8,628191366,,,Sero-prevalence of dengue fever in patients with acute febrile illness in a tertiary care hospital,2019,VirusDisease
embase,,10.1016/j.ijid.2018.11.357,2001450814,,,"Enhanced surveillance and integrated approach reduced dengue incidence, Namakkal, Tamilnadu, India, 2017",2019,International Journal of Infectious Diseases
embase,,10.1016/j.ijid.2018.11.361,2001451108,,,"Epidemiology of dengue and related entomological and environmental factors - Surat City, Gujarat, India 2011-2016",2019,International Journal of Infectious Diseases
embase,,10.7860/jcdr/2019/41343.12999,2002222935,,,Outbreak of dengue fever in bundelkhand region: A tertiary care hospital study report,2019,Journal of Clinical and Diagnostic Research
embase,31539394,10.1371/journal.pntd.0007747,2003458922,,,High specificity and sensitivity of Zika EDIIIbased ELISA diagnosis highlighted by a large human reference panel,2019,PLoS Neglected Tropical Diseases
embase,31809504,10.1371/journal.pntd.0007882,2004661610,,,"Clinical and epidemiologic characteristics associated with dengue during and outside the 2016 outbreak identified in health facility-based surveillance in Ouagadougou, Burkina Faso",2019,PLoS Neglected Tropical Diseases
embase,,10.1093/ofid/ofy352,626501653,,,"Clinical, Virologic, and Immunologic Characteristics of Zika Virus Infection in a Cohort of US Patients: Prolonged RNA Detection in Whole Blood",2019,Open Forum Infectious Diseases
embase,,10.22354/in.v23i3.790,627528302,,,Contribution of NS1 and IgM based-rapid tests to dengue diagnosis in Colombia before zika emergence,2019,Infectio
embase,,10.1016/j.bjid.2018.10.007,2001261238,,,A CONFIABILIDADE DO DIAGNÓSTICO CLÍNICO DA DENGUE EM UMA REGIÃO DE ALTA ENDEMICIDADE,2018,Brazilian Journal of Infectious Diseases
embase,,,2001739654,,,"Clinical and laboratory profile of dengue fever in khyber teaching hospital, peshawar",2018,Journal of Medical Sciences (Peshawar)
embase,30377067,10.1016/j.vaccine.2018.10.072,2001224482,,,Dengue-2 virus-like particle (VLP) based vaccine elicits the highest titers of neutralizing antibodies when produced at reduced temperature,2018,Vaccine
embase,,10.1093/ofid/ofy209.173,629389815,,,A novel prognostic gene set for the prediction of severe dengue,2018,Open Forum Infectious Diseases
embase,,10.1093/ofid/ofy210.1739,629443694,,,Rapid diagnosis and differentiation of dengue during peri-monsoon season in tropical resource limited facilities,2018,Open Forum Infectious Diseases
embase,,,NCT04048837,,,Prospective Study for the Evaluation of Dengue Prognostic Biomarkers in Singapore,2018,clinicaltrials.gov
embase,,10.7860/jcdr/2018/37333.12182,623819726,,,Production of monoclonal antibody anti-NS1 induced by Indonesian clinical isolate to detect native NS1 antigen of all DENV serotypes,2018,Journal of Clinical and Diagnostic Research
embase,,,627539511,,,"Flavivirus NS1 induces endocytosis and phosphorylation of tight and adherens junction proteins, leading to endothelial barrier dysfunction",2018,American Journal of Tropical Medicine and Hygiene
embase,,,627539982,,,Chagas disease serology and co-infections with arboviruses in southern coastal ecuador,2018,American Journal of Tropical Medicine and Hygiene
embase,,,627540405,,,Dengue virus serotype-1 circulation in nepal during 2016 outbreak,2018,American Journal of Tropical Medicine and Hygiene
embase,,,627540491,,,"Clinical features and outcome of neonatal dengue at the Children's Hospital 1, Ho Chi Minh, Vietnam",2018,American Journal of Tropical Medicine and Hygiene
embase,,,627541596,,,Validation of clinical algorithms for the diagnosis of dengue in endemic areas of Colombia,2018,American Journal of Tropical Medicine and Hygiene
embase,30150394,10.1073/pnas.1804672115,623818586,,,"Seroprevalence, risk factor, and spatial analyses of Zika virus infection after the 2016 epidemic in Managua, Nicaragua",2018,Proceedings of the National Academy of Sciences of the United States of America
embase,30246621,10.1080/20477724.2018.1516417,624005536,,,The predictive and diagnostic accuracy of vascular endothelial growth factor and pentraxin-3 in severe dengue,2018,Pathogens and Global Health
embase,30125275,10.1371/journal.pntd.0006715,624297845,,,The antiparasitic drug niclosamide inhibits dengue virus infection by interfering with endosomal acidification independent of mTOR,2018,PLoS Neglected Tropical Diseases
embase,,10.1016/j.hgmx.2016.09.011,2000939841,,,"Clinical and differential diagnosis: Dengue, chikungunya and Zika",2018,Revista Medica del Hospital General de Mexico
embase,30016319,10.1371/journal.pmed.1002613,623399859,,,Nonlinear and delayed impacts of climate on dengue risk in Barbados: A modelling study,2018,PLoS Medicine
embase,,10.7860/jcdr/2018/36112.11570,622392197,,,Co-infection of dengue and leptospirosis in patients presenting to a tertiary care hospital with acute febrile illness: A cross-sectional study,2018,Journal of Clinical and Diagnostic Research
embase,,10.1111/jvh.95_12923,622934582,,,Does hepatic involvement affect outcome in dengue Infection?,2018,Journal of Viral Hepatitis
embase,,10.3969/j.issn.1001-1978.2018.06.011,623366238,,,"Z1, a novel DENV2 NS5 RDRP small molecular inhibitor, inhibits DENV2 replication and infection",2018,Chinese Pharmacological Bulletin
embase,29514934,10.1128/jcm.00203-18,621966687,,,Potential point-of-care testing for dengue virus in the field,2018,Journal of Clinical Microbiology
embase,,,623263663,,,Validation of a fluorescent microsphere multiplex serology assay for differential diagnosis of exposure to Zika virus and other closely related arboviruses,2018,Journal of Immunology
embase,30856223,10.1371/journal.pntd.0007246,2001985534,,,Perinatal analyses of Zika- and dengue virus-specific neutralizing antibodies: A microcephaly case-control study in an area of high dengue endemicity in Brazil,2018,PLoS Neglected Tropical Diseases
embase,,10.1111/1471-0528.15132,621569909,,,Challenges in serological screening for recent Zika infections in pregnancy: Results of a hospital-based cohort in dengue-endemic Singapore,2018,BJOG: An International Journal of Obstetrics and Gynaecology
embase,29197806,10.1016/j.jpba.2017.11.064,619461761,,,Immunofluorescence–based biosensor for the determination of dengue virus NS1 in clinical samples,2018,Journal of Pharmaceutical and Biomedical Analysis
embase,,,2042922129,,,EVALUATION OF THE EARLY DIAGNOSIS OF DENGUE WITH SEROLOGICAL MARKERS AND CLINICAL FEATURES IN AN INDIAN HEALTHCARE CENTER,2018,Journal of Cardiovascular Disease Research
embase,,,2042943159,,,A study on early diagnosis of dengue by clinical features and serological markers in a tertiary care hospital,2018,Journal of Cardiovascular Disease Research
embase,,10.1097/mrm.0000000000000122,620021856,,,The role of serologic testing for Zika virus infection,2018,Reviews and Research in Medical Microbiology
embase,29329287,10.1371/journal.pntd.0006198,620499710,,,Isolation and complete genome analysis of neurotropic dengue virus serotype 3 from the cerebrospinal fluid of an encephalitis patient,2018,PLoS Neglected Tropical Diseases
embase,29845523,10.1007/978-981-10-8727-1_3,622459112,,,Reliable serological testing for the diagnosis of emerging infectious diseases,2018,Advances in Experimental Medicine and Biology
embase,,10.1039/c8nj02244e,623190546,,,Sensitive detection of dengue virus NS1 by highly stable affibody-functionalized gold nanoparticles,2018,New Journal of Chemistry
embase,,,624175519,,,Testing anti-zika virus NS1 IgA additionally to IgM increases sensitivity in acutely infected patients from regions endemic for flaviviruses,2018,Clinical Chemistry
embase,,10.26452/ijrps.v9i4.1664,624679682,,,"A study on prevalence, an association of platelet count and seasonal distribution of dengue from a tertiary care centre",2018,International Journal of Research in Pharmaceutical Sciences
embase,30068888,10.7883/yoken.jjid.2018.107,625128513,,,Single amino acid mutation in dengue virus ns4b protein has opposing effects on viral proliferation in Mammalian and mosquito cells,2018,Japanese Journal of Infectious Diseases
embase,30350764,10.4269/ajtmh.18-0441,625420134,,,Chagas disease in Southern Coastal Ecuador: Coinfections with arboviruses and a comparison of serological assays for chagas disease diagnosis,2018,American Journal of Tropical Medicine and Hygiene
embase,,,626477363,,,Zika virus laboratory diagnosis during the 2016 Jamaican epidemic,2018,West Indian Medical Journal
embase,29021087,10.1016/j.diagmicrobio.2017.08.019,618681495,,,Evaluation of OneStep Dengue NS1 RapiDip™ InstaTest and OneStep Dengue Fever IgG/IgM RapiCard™ InstaTest during the course of a dengue type 1 epidemic,2017,Diagnostic Microbiology and Infectious Disease
embase,,10.3390/antib6040014,618986988,,,Epitope sequences in dengue virus NS1 protein identified by monoclonal antibodies,2017,Antibodies
embase,,10.12659/pjr.902861,619463759,,,Ultrasound is not useful as a screening tool for dengue fever,2017,Polish Journal of Radiology
embase,,10.7860/jcdr/2017/29655.10861,619393456,,,"Role of a surveillance system in the management of an outbreak of dengue in the mid hills of Himachal Pradesh, India",2017,Journal of Clinical and Diagnostic Research
embase,,,620729898,,,A comparison of rapid and standard diagnostic assay efficacy for the detection of dengue virus,2017,American Journal of Tropical Medicine and Hygiene
embase,,,620730489,,,Distinguishing secondary dengue virus infection from zika virus infection with previous dengue by a combination of three serological tests,2017,American Journal of Tropical Medicine and Hygiene
embase,,,620730495,,,"Burden of dengue in ouagadougou, Burkina Faso",2017,American Journal of Tropical Medicine and Hygiene
embase,,,620730523,,,Development of novel serological assays to discriminate between dengue virus and zika virus antibody responses,2017,American Journal of Tropical Medicine and Hygiene
embase,,,620730635,,,The 2009 world health organization dengue classification over-estimates dengue disease severity in Sri Lanka,2017,American Journal of Tropical Medicine and Hygiene
embase,,,620730694,,,A comparison of four serological methods and two RT-PCR assays for diagnosis and surveillance of Zika,2017,American Journal of Tropical Medicine and Hygiene
embase,,,620730728,,,A novel antibody-based assay discriminates zika virus infection from other flaviviruses,2017,American Journal of Tropical Medicine and Hygiene
embase,,,620730952,,,Screening of recombinant Zika virus proteins as antigens to develop an elisa for the serodiagnosis of Zika virus infection,2017,American Journal of Tropical Medicine and Hygiene
embase,,,620731377,,,Incidence of zika virus infection and effect of pre-existing dengue virus exposure on zika virus infection and disease in a pediatric cohort in Nicaragua,2017,American Journal of Tropical Medicine and Hygiene
embase,,,620731428,,,"Estimating the underreporting of dengue cases, Araraquara, Brazil, 2015",2017,American Journal of Tropical Medicine and Hygiene
embase,28875696,10.1021/acsinfecdis.7b00110,618733798,,,Surface-Enhanced Raman Spectroscopy-Based Sandwich Immunoassays for Multiplexed Detection of Zika and Dengue Viral Biomarkers,2017,ACS Infectious Diseases
embase,28934991,10.1186/s40249-017-0352-9,618349420,,,"The dengue preface to endemic in mainland China: The historical largest outbreak by Aedes albopictus in Guangzhou, 2014",2017,Infectious Diseases of Poverty
embase,28880878,10.1371/journal.pntd.0005719,618542598,,,Rapid and accurate interpretation of dengue diagnostics in the context of dengue vaccination implementation: Viewpoints and guidelines issued from an experts group consultation,2017,PLoS Neglected Tropical Diseases
embase,28295400,10.1002/jmv.24806,615143441,,,Paper-based point-of-care testing for cost-effective diagnosis of acute flavivirus infections,2017,Journal of Medical Virology
embase,,10.1093/ofid/ofx163.698,628004110,,,Zika virus serologic diagnosis by ns1 elisa in curacao,2017,Open Forum Infectious Diseases
embase,28758625,10.1099/jgv.0.000881,618463247,,,The dengue virus non-structural protein 1 (NS1) is secreted from infected mosquito cells via a non-classical caveolin-1- dependent pathway,2017,Journal of General Virology
embase,,,NCT03206541,,,"Neurovirus Emerging in the Americas Study (NEAS): Neurologic Manifestations of the Arbovirus Dengue, Chikungunya and Zika Infections in Colombia",2017,clinicaltrials.gov
embase,28396347,10.1074/jbc.m117.775643,616721675,,,Serotype-specific interactions among functional domains of dengue virus 2 nonstructural proteins (NS) 5 and NS3 are crucial for viral RNA replication,2017,Journal of Biological Chemistry
embase,28400226,10.1016/j.peptides.2017.04.002,615375552,,,In-vitro effect of human cathelicidin antimicrobial peptide LL-37 on dengue virus type 2,2017,Peptides
embase,28518476,10.1111/vcp.12497,616338983,,,"Adult-onset, chronic, cyclic thrombocytopenia in a Rhesus macaque (Macaca mulatta) after dengue virus vaccination and viral challenge",2017,Veterinary Clinical Pathology
embase,28542603,10.1371/journal.ppat.1006411,616626120,,,A conformational switch high-throughput screening assay and allosteric inhibition of the flavivirus NS2B-NS3 protease,2017,PLoS Pathogens
embase,,,617353588,,,High specificity of human antibody response to nonstructural protein NS1 elicited by Zika virus infection,2017,Journal of Immunology
embase,,10.1111/ijlh.2017.39.issue-s2,617687200,,,High fluorescent lymphocytes (HFLC) on sysmex Xn-A useful marker for diagnosis and immunopathology of dengue,2017,International Journal of Laboratory Hematology
embase,28384260,10.1371/journal.ppat.1006257,615827212,,,DENV up-regulates the HMG-CoA reductase activity through the impairment of AMPK phosphorylation: A potential antiviral target,2017,PLoS Pathogens
embase,,,616552357,,,Indirect Immunoflourescence assay for the screening of Zika antibodies in serum and cerebrospinal fluid,2017,Neurology
embase,,,636024950,,,Neuroimaging in dengue encephalitis,2017,Annals of Indian Academy of Neurology
embase,28080958,10.2807/1560-7917.es.2017.22.1.30430,619823232,,,"Erratum: Serodiagnosis of Zika virus (ZIKV) infections by a novel NS1-based ELISA devoid of cross-reactivity with dengue virus antibodies: A multicohort study of assay performance, 2015 to 2016, (Euro Surveill,(2016) 21, 50 (30426),10.2807/1560-7917.ES.2016.21.50.30426)",2017,Eurosurveillance
embase,,,614127157,,,Utility of NS1 antigen for diagnosis of dengue virus infection,2017,Journal of Krishna Institute of Medical Sciences University
embase,,10.4269/ajtmh.16-0335,615138366,,,Imported dengue infection in a Spanish hospital with a high proportion of travelers from Africa: A 9-year retrospective study,2017,American Journal of Tropical Medicine and Hygiene
embase,,10.7727/wimj.2016.095,619228469,,,Rapid diagnosis of dengue outbreaks in resource limited facilities,2017,West Indian Medical Journal
embase,27809813,10.1186/s12879-016-1947-7,614038574,,,"Low sensitivity of the tourniquet test for differential diagnosis of dengue: An analysis of 28,000 trials in patients",2016,BMC Infectious Diseases
embase,,10.4269/ajtmh.abstract2016,619250302,,,Enhanced dengue sentinel surveillance in metropolitan Sri Lanka: 2012 to 2015,2016,American Journal of Tropical Medicine and Hygiene
embase,27737634,10.1186/s12879-016-1886-3,612833856,,,"A prospective study of the importance of enteric fever as a cause of non-malarial febrile illness in patients admitted to Chittagong Medical College Hospital, Bangladesh",2016,BMC Infectious Diseases
embase,27004990,10.1002/jmv.24533,611516083,,,"High prevalence of clinically unsuspected dengue disease among children in Ribeirao Preto city, Brazil",2016,Journal of Medical Virology
embase,26984145,10.1093/infdis/jiw107,612012356,,,Reimagining the Future of the Diagnosis of Viral Infections,2016,Journal of Infectious Diseases
embase,27622521,10.1371/journal.ppat.1005886,612522156,,,The C-terminal 18 Amino Acid Region of Dengue Virus NS5 Regulates its Subcellular Localization and Contains a Conserved Arginine Residue Essential for Infectious Virus Production,2016,PLoS Pathogens
embase,,10.1093/ofid/ofw172.485,627784469,,,"Etiology of acute febrile illness among hospitalized adults and children at a public tertiary-care center in Pune, India",2016,Open Forum Infectious Diseases
embase,27575636,10.1371/journal.ppat.1005841,611987828,,,The Dengue Virus NS5 Protein Intrudes in the Cellular Spliceosome and Modulates Splicing,2016,PLoS Pathogens
embase,27409803,10.1371/journal.pntd.0004828,611501706,,,Dengue Virus Nonstructural Protein 1 Induces Vascular Leakage through Macrophage Migration Inhibitory Factor and Autophagy,2016,PLoS Neglected Tropical Diseases
embase,,10.5958/0976-5506.2016.00159.5,611119164,,,"Seroprevalence and evaluation of rapid immunochromatographic test and ELISA for the detection of NS1 antigen, IgM and IgG antibodies for early diagnosis of dengue infection in a Tertiary care hospital, south India",2016,Indian Journal of Public Health Research and Development
embase,27384823,10.1590/0037-8682-0444-2015,611080119,,,Evaluation and optimization of SYBR green real-time reverse transcription polymerase chain reaction as a tool for diagnosis of the flavivirus genus in Brazil,2016,Revista da Sociedade Brasileira de Medicina Tropical
embase,,10.1111/jth.13325,72307902,,,Thrombocytopenia and altered coagulation as independent predictors of the etiology of acute undifferentiated febrile illness (AUFI) in adults presenting to emergency in a tertiary care hospital in North India,2016,Journal of Thrombosis and Haemostasis
embase,,10.1016/j.ijid.2016.02.393,72245346,,,Concurrent dengue and malaria coinfection: Observations from a central Mumbai hospital,2016,International Journal of Infectious Diseases
embase,,10.1016/j.ijid.2016.02.476,72245429,,,Combination of NS1 antigen ans anti-NS1 lgA assays in the diagnosis of dengue infection in Asia,2016,International Journal of Infectious Diseases
embase,26252251,10.1002/jmv.24343,605682492,,,Serum levels of IFN-β are associated with days of evolution but not with severity of dengue,2016,Journal of Medical Virology
embase,26739653,10.1016/j.actatropica.2015.12.012,607439006,,,Seroprevalence of antibodies against dengue virus among pregnant women in the Democratic Republic of Sao Tome and Principe,2016,Acta Tropica
embase,26812472,10.3201/eid2202.150495,607873463,,,"Accuracy of dengue reporting by national surveillance system, Brazil",2016,Emerging Infectious Diseases
embase,26895240,10.1371/journal.ppat.1005451,608823164,,,Dengue Virus Nonstructural Protein 5 (NS5) Assembles into a Dimer with a Unique Methyltransferase and Polymerase Interface,2016,PLoS Pathogens
embase,,,608455291,,,Concurrent infection of typhoid and dengue: A Vice-versa study at Lakhimpur,2016,International Journal of Current Pharmaceutical Review and Research
embase,,10.13040/ijpsr.0975-8232.7(4).1780-84,609614262,,,Evaluation of NS1 antigen-capture ELISA and IgM antibody capture ELISA in acute cases of dengue in rural population in a tertiary care teaching hospital in Western Uttar Pradesh India,2016,International Journal of Pharmaceutical Sciences and Research
embase,,,611301176,,,A rare manifestation of congenital dengue infection,2016,Hong Kong Journal of Paediatrics
embase,,10.1186/s40557-016-0104-5,613244005,,,"Laboratory-acquired dengue virus infection by needlestick injury: A case report, South Korea, 2014",2016,Annals of Occupational and Environmental Medicine
embase,26719940,10.3855/jidc.6422,607523014,,,Protein-protein interactions between A. aegypti midgut and dengue virus 2: Two-hybrid screens using the midgut cDNA library,2015,Journal of Infection in Developing Countries
embase,,10.7860/jcdr/2015/14285.6710,606754920,,,"Association of mean platelet volume with severity, serology & treatment outcome in dengue fever: Prognostic utility",2015,Journal of Clinical and Diagnostic Research
embase,27049702,10.1590/s0036-46652015000600005,607690588,,,"Dengue outbreak in Mato Grosso state, midwestern Brazil",2015,Revista do Instituto de Medicina Tropical de Sao Paulo
embase,,,613369065,,,NS1 capture ELISA with a serum heat denaturation step to improve test sensitivity in persons with secondary dengue virus infection,2015,American Journal of Tropical Medicine and Hygiene
embase,,,613369614,,,"Dengue vaccine initiative: Passive fever surveillance and serological survey for dengue in Ouagadougou, Burkina Faso",2015,American Journal of Tropical Medicine and Hygiene
embase,,,613369698,,,"Dengue vaccine initiative project: The seroprevalence survey and the passive surveillance for dengue in bang phae, Ratchaburi, Thailand",2015,American Journal of Tropical Medicine and Hygiene
embase,,,613370609,,,"Dengue vaccine initiative project: Burden of dengue fever in children and adults of Piedecuesta-Santander, Colombia",2015,American Journal of Tropical Medicine and Hygiene
embase,26086983,10.1016/j.jviromet.2015.06.006,604957392,,,Development and characterization of polyclonal peptide antibodies for the detection of Yellow fever virus proteins,2015,Journal of Virological Methods
embase,26327586,10.1371/journal.pntd.0004044,606211389,,,Analysis of Dengue Virus Genetic Diversity during Human and Mosquito Infection Reveals Genetic Constraints,2015,PLoS Neglected Tropical Diseases
embase,,10.1111/tmi.12575,72054527,,,Enhanced dengue sentinel surveillance in Sri Lanka,2015,Tropical Medicine and International Health
embase,,10.1111/tmi.12574,72055180,,,Laboratory-acquired Dengue virus infection by needle stick injury - South Korea 2014,2015,Tropical Medicine and International Health
embase,25869657,10.1016/j.jviromet.2015.04.004,603788428,,,Production and characterization of monospecific and bispecific antibodies against dengue virus NS1 protein,2015,Journal of Virological Methods
embase,,10.1515/cclm-2015-5033,71911626,,,"Novel anti-dengue NS1 synthetic FAB fragments, tools for dengue diagnostic tests",2015,Clinical Chemistry and Laboratory Medicine
embase,,,71962927,,,Dengue virus non-structural protein 1 induces vascular leakage through macrophage migration inhibitory factor secretion and glycocalyx degradation,2015,Haematologica
embase,,,NCT02435615,,,Diagnosing Dengue: Evaluating the Utility of Oral Fluid for Dengue Diagnosis,2015,clinicaltrials.gov
embase,,10.1016/j.trac.2015.01.005,602490775,,,An introduction to dengue-disease diagnostics,2015,TrAC - Trends in Analytical Chemistry
embase,,10.1016/j.ijt.2015.09.011,646424848,,,Severe dengue in a living related donor renal allograft recipient,2015,Indian Journal of Transplantation
embase,25614455,10.1016/j.antiviral.2015.01.002,601974007,,,Characterization of the activity of 2′-C-methylcytidine against dengue virus replication,2015,Antiviral Research
embase,25815877,10.4103/0972-9062.154182,603503497,,,Rapid diagnosis of dengue infection in acute phase,2015,Journal of Vector Borne Diseases
embase,25775415,10.1371/journal.ppat.1004682,603612695,,,A Crystal Structure of the Dengue Virus NS5 Protein Reveals a Novel Inter-domain Interface Essential for Protein Flexibility and Virus Replication,2015,PLoS Pathogens
embase,26226614,10.1371/journal.ppat.1005053,605567890,,,Activation of TLR2 and TLR6 by Dengue NS1 Protein and Its Implications in the Immunopathogenesis of Dengue Virus Infection,2015,PLoS Pathogens
embase,26295474,10.1371/journal.pntd.0004010,605833650,,,"Epidemiological and molecular characterization of dengue virus circulating in Bhutan, 2013-2014",2015,PLoS Neglected Tropical Diseases
embase,26720415,10.1371/journal.ppat.1005345,607577469,,,Live Cell Analysis and Mathematical Modeling Identify Determinants of Attenuation of Dengue Virus 2’-O-Methylation Mutant,2015,PLoS Pathogens
embase,,10.1371/journal.pntd.0003416,603940771,,,Universal Single-Probe RT-PCR Assay for Diagnosis of Dengue Virus Infections,2014,PLoS Neglected Tropical Diseases
